# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/home/edu/mapping/Ath_TAIR10_genome/Arabidopsis_thaliana.TAIR10.52.gtf" "-o" "2022_03_04_feature_counts_gene_hisat2.txt" "-t" "gene" "-g" "gene_id" "-O" "-T" "4" "GFP-BRC1-2_hisat2_sorted.bam" "GFP-BRC1-4_hisat2_sorted.bam" "GFP-BRC1-5_hisat2_sorted.bam" "brc1-2-12_hisat2_sorted.bam" "brc1-2-6_hisat2_sorted.bam" "brc1-2-7_hisat2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	GFP-BRC1-2_hisat2_sorted.bam	GFP-BRC1-4_hisat2_sorted.bam	GFP-BRC1-5_hisat2_sorted.bam	brc1-2-12_hisat2_sorted.bam	brc1-2-6_hisat2_sorted.bam	brc1-2-7_hisat2_sorted.bam
AT4G10560	4	6520771	6523014	-	2244	189	168	325	25	67	22
AT4G10570	4	6523225	6528330	-	5106	826	707	1174	825	1092	615
AT4G10590	4	6538406	6544915	-	6510	956	773	1381	1031	1105	679
AT4G10595	4	6545340	6546616	+	1277	0	0	0	0	0	0
AT4G05800	4	6546647	6546827	-	181	0	0	0	0	0	0
AT4G10600	4	6547235	6548878	-	1644	41	35	41	50	63	56
AT4G10603	4	6550922	6551975	+	1054	0	0	0	0	0	0
AT4G10610	4	6556982	6559602	+	2621	1936	1957	2943	2497	2951	1767
AT4G10613	4	6560363	6561726	+	1364	0	1	0	0	1	0
AT4G10620	4	6564183	6566504	+	2322	1265	1145	1738	1033	1565	955
AT4G10630	4	6566625	6567740	-	1116	156	167	166	115	217	146
AT4G10640	4	6571894	6574586	+	2693	105	92	118	64	148	69
AT4G10650	4	6573792	6576250	-	2459	257	236	350	221	376	223
AT4G05805	4	6580008	6580296	+	289	2	1	0	0	0	0
AT4G10660	4	6582535	6583488	+	954	0	0	3	0	0	0
AT4G10670	4	6584727	6586262	+	1536	2	0	3	0	0	2
AT4G10680	4	6587521	6588069	+	549	0	0	0	1	0	0
AT4G10695	4	6593774	6594981	-	1208	12	6	12	25	32	22
AT4G10700	4	6597863	6598658	-	796	0	0	0	0	0	0
AT4G10710	4	6601903	6606357	-	4455	3277	2944	4674	3316	4189	2669
AT4G10720	4	6607797	6609559	+	1763	69	76	111	115	143	104
AT4G10730	4	6609418	6614887	-	5470	2655	2307	3959	2274	2752	1720
AT4G05810	4	6614223	6614456	+	234	86	57	117	70	83	41
AT4G10740	4	6617143	6618426	-	1284	0	0	0	1	0	0
AT4G10750	4	6618676	6619939	+	1264	1217	1289	1780	1353	1680	1074
AT4G05815	4	6619461	6619844	-	384	464	544	684	511	609	390
AT4G10760	4	6619817	6623381	-	3565	1788	1546	2691	1809	2159	1434
AT4G10767	4	6627020	6627522	+	503	0	0	0	0	0	0
AT4G10770	4	6628398	6632676	-	4279	730	531	994	1356	1756	858
AT4G10780	4	6634460	6637457	-	2998	2	0	3	3	5	3
AT4G10790	4	6640546	6643149	-	2604	1847	1887	2847	2323	2840	1726
AT4G10800	4	6643189	6645530	+	2342	231	208	300	263	397	226
AT4G10810	4	6645553	6646400	-	848	737	777	1160	923	1014	698
AT4G10815	4	6646430	6646500	+	71	0	0	0	0	0	0
AT4G10820	4	6648009	6648909	-	901	0	0	1	0	0	0
AT4G10840	4	6656374	6659265	+	2892	3820	3468	5695	5047	5887	3544
AT4G10843	4	6662061	6664476	+	2416	18	8	28	23	28	16
AT4G05840	4	6671647	6671874	-	228	2	1	5	0	4	1
AT4G10850	4	6674894	6676981	+	2088	1	2	2	6	3	4
AT4G10860	4	6678666	6679508	-	843	7	1	12	5	13	2
AT4G10870	4	6683555	6684076	-	522	0	0	0	0	0	0
AT4G10880	4	6685829	6686347	-	519	0	0	0	0	0	0
AT4G10890	4	6688833	6693903	+	5071	401	355	524	393	558	348
AT4G10895	4	6693364	6694718	-	1355	19	13	29	13	29	13
AT4G10910	4	6696712	6697455	+	744	63	33	41	76	120	45
AT4G10920	4	6696712	6699266	-	2555	1334	1426	1861	1536	2194	1304
AT4G10925	4	6702713	6704651	-	1939	388	367	509	409	589	318
AT4G10930	4	6704911	6711248	-	6338	1028	841	1479	1173	1409	797
AT4G10950	4	6711386	6713512	-	2127	21	23	26	15	17	21
AT4G10955	4	6713557	6715735	-	2179	436	399	587	320	508	318
AT4G10960	4	6715874	6718550	-	2677	385	386	666	321	428	204
AT4G10970	4	6719207	6722345	-	3139	1021	976	1516	1486	1658	1126
AT4G11000	4	6730928	6732599	+	1672	38	44	100	185	153	137
AT4G11010	4	6732420	6734454	-	2035	12207	11496	17323	12079	17905	10939
AT4G11020	4	6734689	6736075	-	1387	3	3	4	13	26	4
AT4G11030	4	6738068	6742424	+	4357	0	0	0	1	0	0
AT4G11040	4	6745100	6746944	+	1845	28	32	49	6	3	7
AT4G11050	4	6747234	6751536	-	4303	146	125	189	91	266	90
AT4G11060	4	6754515	6756595	-	2081	918	870	1205	731	1207	757
AT4G11070	4	6759098	6760794	+	1697	125	122	123	92	163	114
AT4G11080	4	6760278	6763499	-	3222	976	906	1031	755	1496	945
AT4G05845	4	6763744	6763968	+	225	2	1	2	0	0	0
AT4G11090	4	6764379	6766329	-	1951	379	421	568	426	564	322
AT4G11100	4	6768614	6770285	+	1672	780	790	1072	958	1375	948
AT4G11110	4	6771605	6777225	+	5621	1600	1179	2095	1682	2056	1279
AT4G11120	4	6777752	6780243	+	2492	2016	2010	2693	1695	2780	1647
AT4G11130	4	6780449	6784632	+	4184	290	254	412	287	453	247
AT4G05850	4	6786329	6786535	+	207	0	0	0	0	0	0
AT4G05855	4	6787003	6787153	-	151	0	0	0	0	0	0
AT4G05860	4	6791301	6791470	-	170	0	0	0	0	0	0
AT4G11140	4	6794630	6796398	-	1769	114	92	132	90	178	133
AT4G11150	4	6799887	6801961	+	2075	11117	11432	18094	14860	17438	10673
AT4G11160	4	6802172	6806927	+	4756	3062	2729	4468	2996	3572	2512
AT4G11170	4	6811103	6817339	+	6237	2	15	62	131	19	48
AT4G11175	4	6818058	6819253	+	1196	2097	1932	2845	1755	2436	1641
AT4G11177	4	6819292	6819375	+	84	0	0	0	0	0	0
AT4G11180	4	6820033	6820747	+	715	0	0	0	0	0	0
AT4G11190	4	6826587	6827389	+	803	217	223	358	388	1250	542
AT4G11210	4	6832650	6833498	+	849	35	25	85	59	486	120
AT4G11211	4	6836106	6836588	+	483	143	172	197	192	389	166
AT4G11213	4	6837560	6837643	-	84	0	0	0	0	0	0
AT4G11216	4	6837774	6837857	-	84	0	0	0	0	1	0
AT4G11220	4	6837911	6840036	-	2126	1729	1890	2754	2304	2761	1610
AT4G11230	4	6840473	6845627	-	5155	79	30	69	113	119	90
AT4G11240	4	6847112	6849317	+	2206	2193	2072	3086	1879	2711	1718
AT4G11250	4	6849578	6850567	+	990	0	0	1	1	0	0
AT4G11260	4	6851184	6853912	-	2729	4503	4715	6882	5541	6883	4298
AT4G11270	4	6854233	6860902	+	6670	2081	1433	2962	2648	2938	1800
AT4G11280	4	6863979	6866116	+	2138	417	392	670	1012	961	746
AT4G11290	4	6869863	6871705	+	1843	694	592	854	3730	4306	2580
AT4G11300	4	6872151	6873689	-	1539	154	166	275	389	383	256
AT4G05865	4	6878319	6878675	-	357	0	0	1	0	0	0
AT4G05870	4	6878319	6878675	+	357	0	0	1	0	0	0
AT4G11310	4	6883513	6885517	+	2005	5	23	10	5	17	6
AT4G05875	4	6886508	6886756	-	249	0	0	0	0	0	0
AT4G11320	4	6887166	6889879	+	2714	5287	5619	10203	4256	15372	5834
AT4G11330	4	6891926	6894283	+	2358	523	545	884	847	895	531
AT4G11340	4	6894208	6899130	-	4923	0	0	1	0	0	0
AT4G11350	4	6901456	6904426	+	2971	151	134	211	70	124	49
AT4G11355	4	6905485	6905557	-	73	0	0	0	0	0	0
AT4G11360	4	6905848	6906856	+	1009	370	379	549	881	1143	537
AT4G11370	4	6907488	6908442	+	955	43	56	91	79	74	39
AT4G11373	4	6913984	6919763	+	5780	0	0	2	0	0	1
AT4G11380	4	6919817	6925969	+	6153	4188	3384	5884	4886	5499	3639
AT4G11385	4	6927087	6927678	-	592	0	0	0	3	0	0
AT4G11390	4	6927825	6930576	+	2752	3	0	2	9	1	4
AT4G11393	4	6932319	6932963	+	645	4	3	5	6	4	8
AT4G11400	4	6938299	6940648	+	2350	45	31	39	23	46	25
AT4G11402	4	6941749	6942148	+	400	0	0	0	0	0	0
AT4G11405	4	6944727	6944798	+	72	0	0	0	0	0	0
AT4G11410	4	6944891	6947413	-	2523	703	650	976	592	785	489
AT4G11420	4	6947476	6952479	-	5004	13476	11452	18657	11769	16623	11170
AT4G11430	4	6952799	6954242	+	1444	1	0	1	0	0	0
AT4G05885	4	6955093	6955472	+	380	0	0	0	0	0	0
AT4G05880	4	6955093	6955586	-	494	1	0	3	5	3	1
AT4G11440	4	6955534	6958895	+	3362	397	290	516	412	458	299
AT4G11450	4	6958472	6962059	-	3588	403	335	549	535	805	504
AT4G11460	4	6963521	6967200	+	3680	507	369	781	2104	1827	1481
AT4G11470	4	6967709	6970469	+	2761	12	8	37	37	17	70
AT4G11480	4	6971401	6973962	+	2562	6	6	4	3	11	10
AT4G11485	4	6975051	6976014	-	964	2	10	3	3	4	1
AT4G11490	4	6978848	6981548	+	2701	0	1	0	2	1	0
AT4G11510	4	6983911	6984369	-	459	0	2	0	0	0	0
AT4G11521	4	6985517	6986819	+	1303	57	59	137	194	117	145
AT4G11530	4	6986838	6989793	+	2956	171	152	246	380	326	228
AT4G05890	4	6990153	6990538	-	386	0	0	0	0	1	0
AT4G11540	4	6990861	6992555	-	1695	2	1	0	0	0	0
AT4G11543	4	6993372	6994201	-	830	0	2	1	6	4	2
AT4G11547	4	6994045	6995237	-	1193	14	16	19	37	37	28
AT4G05895	4	6995032	6995339	+	308	0	0	1	0	0	0
AT4G11550	4	6996747	6999693	-	2947	29	38	40	66	84	43
AT4G11560	4	6999869	7003493	-	3625	1840	1615	2423	1789	2569	1540
AT4G11570	4	7004265	7006125	+	1861	1621	1798	2848	2881	2444	1315
AT4G11580	4	7006648	7007738	-	1091	1	0	0	0	0	0
AT4G11590	4	7008603	7009796	+	1194	75	72	99	98	142	71
AT4G11600	4	7009769	7011406	-	1638	11204	12674	18355	20826	19221	12282
AT4G05900	4	7013174	7013585	+	412	1	0	0	0	0	2
AT4G11610	4	7013729	7018089	-	4361	57	38	71	136	262	127
AT4G11630	4	7019664	7021348	+	1685	1092	1043	1471	1013	1555	957
AT4G11640	4	7021422	7023318	+	1897	190	155	264	139	263	138
AT4G05905	4	7023836	7024034	+	199	0	1	1	0	1	2
AT4G11650	4	7024852	7026224	-	1373	1256	1171	1695	2522	2661	1663
AT4G11653	4	7037084	7037372	-	289	0	0	0	0	0	0
AT4G11655	4	7038437	7039923	+	1487	11	2	5	9	14	14
AT4G11660	4	7042354	7044708	+	2355	558	524	650	562	631	443
AT4G05910	4	7043788	7044139	-	352	103	85	125	137	139	99
AT4G11670	4	7044401	7053148	-	8748	2122	1681	2782	1524	1608	1138
AT4G05915	4	7048721	7048984	+	264	33	29	40	22	17	19
AT4G11680	4	7053437	7055740	-	2304	1013	894	1451	824	1048	639
AT4G11690	4	7056202	7058064	+	1863	125	102	180	120	183	116
AT4G11700	4	7058086	7058637	-	552	9	8	32	12	13	8
AT4G11720	4	7063255	7066878	+	3624	33	34	25	20	29	26
AT4G11730	4	7067035	7070968	+	3934	1	0	2	1	0	0
AT4G11740	4	7071672	7075537	+	3866	1153	983	1624	1288	1471	923
AT4G11745	4	7075826	7076680	-	855	0	0	0	0	0	0
AT4G11750	4	7077390	7078550	-	1161	0	0	0	0	0	0
AT4G11760	4	7079183	7080445	+	1263	0	0	0	0	0	0
AT4G05920	4	7081238	7081633	+	396	0	0	0	0	0	0
AT4G11770	4	7082279	7083469	-	1191	0	1	0	0	0	0
AT4G11780	4	7085879	7088412	+	2534	41	27	63	65	198	59
AT4G11790	4	7090313	7093492	+	3180	2574	2265	3642	2127	3073	1973
AT4G11800	4	7093488	7099855	-	6368	1105	783	1517	1320	1787	933
AT4G05925	4	7102461	7102632	-	172	0	0	0	0	0	0
AT4G11810	4	7104510	7108619	+	4110	1	4	5	3	6	0
AT4G11820	4	7108884	7112480	-	3597	3061	2706	4326	3369	5953	3047
AT4G11830	4	7115681	7121919	-	6239	1880	1497	2645	2298	2510	1510
AT4G11840	4	7121965	7126317	-	4353	498	431	750	521	525	354
AT4G11845	4	7126661	7128103	-	1443	125	69	137	111	121	70
AT4G11850	4	7129123	7133385	-	4263	1599	1442	3039	3135	2746	1888
AT4G11860	4	7133896	7138510	-	4615	1008	829	1421	1210	1516	921
AT4G11870	4	7140359	7140719	-	361	1	0	2	2	1	1
AT4G11880	4	7142922	7147391	+	4470	78	38	62	59	82	30
AT4G11890	4	7147865	7149942	+	2078	145	136	329	695	565	457
AT4G11900	4	7149903	7153681	-	3779	111	96	187	268	237	157
AT4G11910	4	7156150	7158047	+	1898	23	25	50	25	75	19
AT4G11911	4	7158086	7159561	+	1476	0	1	0	0	0	1
AT4G11920	4	7160243	7163427	-	3185	219	215	341	253	368	191
AT4G05930	4	7161853	7161963	-	111	0	0	0	0	2	0
AT4G11930	4	7164904	7165722	+	819	10	8	20	0	0	0
AT4G11940	4	7168173	7168967	+	795	0	0	0	0	0	0
AT4G11950	4	7173198	7174439	-	1242	23	14	17	12	29	11
AT4G11960	4	7174886	7177888	-	3003	994	920	1520	1198	1759	894
AT4G11970	4	7180350	7183677	+	3328	385	350	550	378	614	345
AT4G05935	4	7182648	7182968	-	321	46	45	82	42	81	47
AT4G11980	4	7183650	7185581	-	1932	597	523	729	604	679	544
AT4G11985	4	7185704	7185777	+	74	0	1	0	0	0	0
AT4G11990	4	7186012	7189962	-	3951	118	118	105	74	141	104
AT4G12000	4	7192533	7195216	-	2684	383	387	580	174	194	115
AT4G12005	4	7196364	7197226	+	863	22	13	31	22	16	14
AT4G12010	4	7196991	7201571	-	4581	333	316	541	551	588	431
AT4G12020	4	7201522	7209692	+	8171	1044	664	1382	1068	1189	703
AT4G12030	4	7210807	7213376	+	2570	1289	1081	1800	1534	2473	1465
AT4G12040	4	7214577	7216715	+	2139	1657	1842	2631	2464	2622	1553
AT4G05940	4	7216400	7216598	-	199	2	5	2	3	4	0
AT4G12050	4	7219652	7222166	-	2515	456	322	587	218	532	210
AT4G05945	4	7221449	7221655	+	207	3	5	4	0	12	2
AT4G05950	4	7222169	7222368	+	200	0	0	0	1	1	0
AT4G12060	4	7227971	7229993	-	2023	3079	2942	4123	3192	3937	2731
AT4G12070	4	7231819	7234546	+	2728	516	587	873	904	824	528
AT4G12065	4	7232799	7232871	-	73	2	0	1	0	4	1
AT4G12080	4	7239200	7241675	+	2476	347	335	550	546	817	437
AT4G12090	4	7241906	7243228	-	1323	124	69	174	216	297	202
AT4G12100	4	7246338	7248127	-	1790	1	1	1	0	0	1
AT4G12110	4	7254029	7256406	+	2378	1047	1001	1478	1184	1728	1038
AT4G12115	4	7256415	7256487	+	73	0	0	0	0	0	0
AT4G12120	4	7256522	7261180	-	4659	606	804	1308	1111	558	450
AT4G05965	4	7262362	7263021	-	660	0	0	0	0	0	0
AT4G05970	4	7262470	7262669	+	200	0	0	0	0	0	0
AT4G12130	4	7263576	7265879	+	2304	1124	1139	1647	376	666	373
AT4G12140	4	7266546	7267154	-	609	1	0	0	0	0	0
AT4G12150	4	7268837	7270267	-	1431	0	0	2	0	0	0
AT4G12170	4	7273857	7274907	-	1051	1	0	2	1	4	0
AT4G05975	4	7274743	7275123	+	381	0	0	1	0	0	0
AT4G12190	4	7278545	7278760	-	216	0	0	0	0	0	0
AT4G12210	4	7281308	7281919	-	612	3	11	12	9	7	3
AT4G12220	4	7283248	7283739	-	492	0	0	0	0	1	0
AT4G12230	4	7284474	7287578	+	3105	1359	1187	1946	1792	2136	1213
AT4G12240	4	7287803	7289225	+	1423	237	262	365	271	296	197
AT4G12250	4	7289192	7291120	-	1929	470	468	891	661	654	437
AT4G05980	4	7294806	7295055	-	250	0	0	0	0	0	0
AT4G12270	4	7297765	7299930	+	2166	16	7	37	66	85	40
AT4G12280	4	7301769	7302994	+	1226	1	0	0	0	1	0
AT4G12290	4	7303985	7307237	+	3253	567	584	906	1764	1132	951
AT4G12300	4	7307737	7309895	-	2159	394	378	616	573	584	365
AT4G12310	4	7309898	7312684	-	2787	679	602	1172	1270	1448	930
AT4G12320	4	7313779	7316871	-	3093	579	494	1020	2267	2517	1397
AT4G12330	4	7317508	7319774	-	2267	21	27	49	125	268	75
AT4G12334	4	7320602	7321061	-	460	0	0	0	1	0	0
AT4G12340	4	7321148	7322510	-	1363	1527	1572	2246	1856	2451	1517
AT4G12350	4	7324756	7326867	+	2112	9	6	8	27	37	21
AT4G12360	4	7327992	7329192	-	1201	1	0	3	5	0	0
AT4G05985	4	7331279	7331917	+	639	0	0	0	0	1	0
AT4G12370	4	7331965	7332982	+	1018	8	1	8	3	9	4
AT4G12380	4	7333301	7334469	-	1169	9	8	19	13	25	13
AT4G12382	4	7333918	7334977	+	1060	23	25	34	31	54	23
AT4G12390	4	7336330	7338180	+	1851	1003	976	1432	999	1611	880
AT4G12400	4	7338018	7341363	-	3346	634	949	1447	1424	854	604
AT4G12405	4	7341424	7341497	-	74	0	0	1	0	0	0
AT4G12410	4	7342800	7343731	-	932	24	20	22	8	30	12
AT4G12420	4	7349187	7353135	-	3949	9160	7852	12549	10320	14387	8553
AT4G12430	4	7365257	7368730	-	3474	131	111	163	147	214	121
AT4G12440	4	7375855	7380372	+	4518	66	30	83	101	190	70
AT4G12450	4	7385695	7386931	-	1237	128	126	213	84	103	63
AT4G12460	4	7391208	7396511	+	5304	898	713	1097	1058	1449	731
AT4G12470	4	7401087	7401951	-	865	9743	9240	16445	15722	13030	14199
AT4G12480	4	7406065	7406994	-	930	12849	12321	20498	22166	12738	17531
AT4G12485	4	7406916	7406947	+	32	350	338	567	684	450	542
AT4G12490	4	7409621	7410406	-	786	1453	1232	2755	2962	1933	2586
AT4G12495	4	7410116	7410397	+	282	699	553	1308	1471	943	1239
AT4G12500	4	7413990	7414955	-	966	653	465	1045	978	977	942
AT4G12510	4	7417068	7417873	-	806	19	23	127	300	595	197
AT4G12520	4	7420951	7421828	-	878	64	57	211	456	798	311
AT4G12530	4	7427834	7428563	-	730	1	0	3	0	2	3
AT4G12540	4	7429705	7432027	-	2323	199	210	228	100	227	149
AT4G12543	4	7434094	7434642	-	549	175	440	648	1064	436	451
AT4G12545	4	7434199	7434858	+	660	209	520	739	1238	512	521
AT4G12550	4	7439115	7439805	+	691	86	264	336	386	133	207
AT4G12555	4	7439164	7440116	-	953	86	264	336	386	133	207
AT4G12560	4	7441681	7443775	+	2095	1303	1212	1898	1788	2426	1339
AT4G12570	4	7445278	7449205	+	3928	861	655	1116	1012	1157	714
AT4G12580	4	7449208	7450031	-	824	67	53	79	31	99	29
AT4G12590	4	7450943	7453142	-	2200	2717	2686	3911	3004	4036	2411
AT4G12600	4	7453196	7454546	+	1351	7660	7401	10526	6488	12034	7318
AT4G12610	4	7454722	7458422	+	3701	1859	1744	2663	1794	2216	1371
AT4G12617	4	7459180	7459563	+	384	0	0	0	0	0	0
AT4G12620	4	7459609	7462447	-	2839	769	637	1070	582	773	538
AT4G12640	4	7462532	7467870	+	5339	1110	939	1473	1070	1304	864
AT4G12650	4	7467845	7470737	-	2893	7914	7113	11641	7697	9508	6074
AT4G12670	4	7472006	7475051	+	3046	444	259	529	406	587	326
AT4G12680	4	7475104	7478356	+	3253	229	161	259	202	271	168
AT4G12690	4	7480556	7482150	+	1595	83	77	138	201	208	104
AT4G12700	4	7482361	7484566	-	2206	774	741	1153	512	830	502
AT4G12710	4	7484668	7486829	-	2162	287	249	412	342	419	246
AT4G12720	4	7487225	7490127	+	2903	1415	2071	3141	2816	1755	1190
AT4G12730	4	7491227	7493080	-	1854	5918	6063	9764	5941	6445	4178
AT4G12731	4	7493133	7493360	-	228	0	0	1	0	1	1
AT4G12735	4	7493716	7494234	-	519	20	73	62	70	73	38
AT4G12740	4	7494388	7497627	-	3240	141	108	160	68	184	112
AT4G12750	4	7497698	7504716	-	7019	1812	1358	2345	1813	2638	1620
AT4G12760	4	7504795	7506279	+	1485	498	530	732	572	839	441
AT4G12770	4	7506330	7511626	-	5297	1826	1478	2711	2203	2474	1577
AT4G12780	4	7511943	7517067	+	5125	1945	1682	2967	2522	2668	1690
AT4G12790	4	7517043	7519578	-	2536	1914	2072	2985	2079	2663	1593
AT4G12800	4	7521257	7522761	+	1505	44539	44207	70435	76491	72121	45985
AT4G12810	4	7522831	7523979	-	1149	2	0	0	0	0	0
AT4G12820	4	7527048	7529356	-	2309	1	2	1	5	0	1
AT4G12825	4	7529471	7529892	+	422	0	0	0	0	0	0
AT4G12830	4	7531141	7533587	+	2447	691	626	944	860	1348	650
AT4G12840	4	7533439	7536266	-	2828	448	397	531	234	411	212
AT4G12850	4	7536913	7539048	+	2136	108	112	159	134	167	72
AT4G12860	4	7538444	7538902	-	459	0	0	0	0	0	0
AT4G05990	4	7538934	7539244	-	311	0	0	1	0	0	0
AT4G12870	4	7542233	7543549	+	1317	238	256	236	117	229	205
AT4G12880	4	7544381	7545512	-	1132	1930	1856	2756	1952	3055	1796
AT4G12890	4	7546292	7547642	+	1351	10	7	13	5	16	11
AT4G12900	4	7548765	7550333	+	1569	306	310	431	429	515	381
AT4G12910	4	7550238	7553375	-	3138	752	736	1050	676	1123	547
AT4G12917	4	7563157	7563847	-	691	56	58	96	135	155	84
AT4G12920	4	7568286	7569455	+	1170	0	0	0	0	0	1
AT4G12930	4	7573107	7573746	-	640	0	0	0	0	0	0
AT4G12940	4	7574077	7574862	+	786	1	0	0	1	1	0
AT4G12950	4	7576642	7577172	+	531	0	0	0	0	0	0
AT4G12960	4	7583239	7584759	+	1521	5	3	6	0	1	1
AT4G12970	4	7585869	7587099	-	1231	303	282	389	248	490	268
AT4G12980	4	7589247	7591259	-	2013	350	262	429	348	804	327
AT4G05995	4	7592500	7592885	+	386	1	0	0	1	0	0
AT4G12990	4	7594230	7596008	-	1779	149	146	213	163	222	145
AT4G06000	4	7597463	7597693	-	231	0	0	0	0	0	0
AT4G13000	4	7598004	7599447	-	1444	31	19	28	36	59	34
AT4G13010	4	7600510	7602754	+	2245	2270	2296	3365	2736	3199	1821
AT4G13020	4	7602989	7607155	+	4167	1225	942	1602	1827	2394	1382
AT4G13030	4	7607241	7609876	+	2636	191	168	280	227	373	157
AT4G13040	4	7613213	7615955	+	2743	643	550	993	674	876	593
AT4G13050	4	7617428	7619657	+	2230	1213	1153	1721	1423	1882	1186
AT4G13060	4	7619935	7621083	-	1149	0	0	0	0	0	1
AT4G13070	4	7621346	7623402	-	2057	371	339	532	429	532	363
AT4G13075	4	7624629	7625261	-	633	0	0	0	0	0	0
AT4G13080	4	7626548	7628395	-	1848	0	0	0	0	1	0
AT4G13090	4	7631535	7632876	-	1342	0	0	0	1	0	0
AT4G13095	4	7634930	7635673	+	744	0	0	0	0	0	0
AT4G13100	4	7635765	7639037	-	3273	456	501	557	567	923	528
AT4G13110	4	7641378	7642707	+	1330	171	168	310	280	245	133
AT4G13130	4	7647237	7649915	+	2679	81	59	112	75	112	53
AT4G13150	4	7650053	7652289	-	2237	820	719	1134	856	1103	698
AT4G13160	4	7653594	7654969	+	1376	358	333	495	404	482	263
AT4G13170	4	7653594	7656594	-	3001	4536	4468	6246	3985	6864	4044
AT4G13180	4	7657094	7658302	-	1209	5874	6929	10151	5429	6257	3885
AT4G13190	4	7659303	7662283	-	2981	25	12	29	4	13	7
AT4G13195	4	7661792	7663261	-	1470	292	262	352	95	182	101
AT4G13200	4	7668067	7669250	-	1184	1766	1816	2560	2002	2562	1657
AT4G13210	4	7669948	7673376	+	3429	76	82	71	50	112	72
AT4G13220	4	7674288	7675396	-	1109	991	924	1399	1156	1640	953
AT4G13230	4	7675653	7676808	-	1156	30	30	43	11	15	9
AT4G13235	4	7677643	7678529	-	887	244	257	344	257	380	240
AT4G06005	4	7679151	7679393	-	243	0	0	0	0	0	0
AT4G13240	4	7679950	7682622	+	2673	0	0	3	0	2	3
AT4G06010	4	7683787	7683889	+	103	2	0	1	1	4	1
AT4G06015	4	7683937	7684020	+	84	7	8	1	2	3	1
AT4G13245	4	7684061	7684142	+	82	2	4	1	0	4	3
AT4G13250	4	7684156	7687006	-	2851	6752	7302	11100	3540	1593	3511
AT4G13266	4	7705761	7706893	-	1133	0	0	0	0	0	0
AT4G13261	4	7708572	7709152	+	581	0	0	0	0	0	0
AT4G13263	4	7711039	7711620	+	582	0	0	0	0	0	0
AT4G13260	4	7721487	7724070	-	2584	63	57	52	99	137	72
AT4G06045	4	7728530	7729259	+	730	1	0	0	0	0	0
AT4G06050	4	7728685	7728929	-	245	0	0	0	0	0	0
AT4G06055	4	7729443	7729774	-	332	0	0	0	0	0	0
AT4G13265	4	7730961	7731041	+	81	0	0	0	0	0	0
AT4G13270	4	7731189	7733201	+	2013	1202	1118	1679	1473	1768	1095
AT4G06060	4	7732009	7732335	-	327	23	22	30	26	33	13
AT4G13280	4	7733114	7736745	-	3632	43	54	43	33	122	68
AT4G13290	4	7740283	7743135	+	2853	101	93	147	50	287	137
AT4G13300	4	7742871	7746394	-	3524	0	1	3	3	0	3
AT4G13310	4	7750305	7753210	+	2906	5	12	18	16	7	7
AT4G13330	4	7753260	7756030	-	2771	450	414	730	539	647	388
AT4G13320	4	7753311	7754149	+	839	109	108	199	140	164	89
AT4G13340	4	7758275	7761362	+	3088	3680	2816	5767	7173	5263	3995
AT4G13345	4	7765060	7769763	+	4704	351	340	572	679	742	474
AT4G13350	4	7769716	7773827	-	4112	3582	2937	5235	4587	4462	3143
AT4G13360	4	7775020	7777895	+	2876	2103	1972	2963	2583	3150	2002
AT4G13370	4	7777793	7780366	-	2574	494	467	545	420	666	503
AT4G13380	4	7781782	7782553	+	772	0	0	1	0	0	0
AT4G13390	4	7783791	7785366	+	1576	189	94	305	566	1533	605
AT4G13395	4	7785428	7786161	-	734	10	22	27	70	41	37
AT4G13400	4	7787622	7791292	-	3671	225	222	305	388	382	221
AT4G13410	4	7792016	7796041	-	4026	48	58	61	115	108	82
AT4G13420	4	7796782	7802251	-	5470	4	11	19	47	81	45
AT4G13430	4	7803863	7807984	-	4122	13241	12277	19826	14335	21584	13119
AT4G06065	4	7809070	7809438	+	369	4	2	4	7	18	5
AT4G13440	4	7810014	7812610	+	2597	7	2	8	68	96	41
AT4G13445	4	7814202	7814274	+	73	0	0	0	0	0	0
AT4G13450	4	7814888	7816144	-	1257	4	4	1	3	13	6
AT4G13460	4	7823894	7827004	-	3111	1041	989	1430	1200	1514	964
AT4G06070	4	7831568	7831900	+	333	0	0	0	0	0	0
AT4G13480	4	7836644	7837763	+	1120	1	1	3	0	8	4
AT4G13490	4	7839137	7840284	-	1148	0	1	0	0	0	0
AT4G13495	4	7842967	7846774	+	3808	5639	5140	8529	10413	13079	7354
AT4G06075	4	7844496	7844688	+	193	12	16	20	38	44	22
AT4G13493	4	7845707	7845927	+	221	185	179	293	312	399	270
AT4G13494	4	7846597	7846899	+	303	199	247	299	358	436	282
AT4G06080	4	7847643	7847871	-	229	13	11	13	6	22	15
AT4G06085	4	7848262	7848999	-	738	7	0	5	2	1	1
AT4G06090	4	7850241	7850473	+	233	0	0	0	0	0	0
AT4G06095	4	7855606	7856047	+	442	0	0	0	0	0	0
AT4G13500	4	7856767	7857933	-	1167	881	886	1345	1498	1585	1048
AT4G13505	4	7858000	7859891	-	1892	1835	1716	3477	6843	5327	4008
AT4G13510	4	7858183	7860288	+	2106	1834	1712	3475	6842	5325	4007
